word,global_frequency_percent,document_frequency_percent,global_freq_score,document_freq_score,avg_tfidf_score,combined_score
exceeds,0.000,0.003,1.000,0.005,0.091,0.022
dramatize,0.000,0.003,1.000,0.005,0.091,0.022
ain't,0.000,0.003,1.000,0.005,0.091,0.022
canceled,0.000,0.003,1.000,0.005,0.091,0.022
dog-cat,0.000,0.003,1.000,0.005,0.091,0.022
prescribed,0.000,0.005,1.000,0.011,0.045,0.022
squeezing,0.000,0.005,1.000,0.011,0.045,0.022
sneaky,0.000,0.008,1.000,0.016,0.030,0.022
y'all,0.000,0.005,1.000,0.011,0.045,0.022
bowed,0.000,0.005,1.000,0.011,0.045,0.022
tear,0.000,0.008,1.000,0.016,0.030,0.022
unacknowledged,0.000,0.005,1.000,0.011,0.045,0.022
avici,0.000,0.005,1.000,0.011,0.045,0.022
glomming,0.000,0.005,1.000,0.011,0.045,0.022
crashing,0.000,0.005,1.000,0.011,0.045,0.022
bursts,0.000,0.005,1.000,0.011,0.045,0.022
woman's,0.000,0.005,1.000,0.011,0.045,0.022
compost,0.000,0.003,1.000,0.005,0.091,0.022
stew,0.000,0.003,1.000,0.005,0.091,0.022
dipper,0.000,0.003,1.000,0.005,0.091,0.022
good-heartedness,0.000,0.003,1.000,0.005,0.091,0.022
conduces,0.000,0.003,1.000,0.005,0.091,0.022
accords,0.000,0.003,1.000,0.005,0.091,0.022
unbroken,0.000,0.003,1.000,0.005,0.091,0.022
unblotched,0.000,0.003,1.000,0.005,0.091,0.022
10-week,0.000,0.003,1.000,0.005,0.091,0.022
explores,0.000,0.005,1.000,0.011,0.045,0.022
mitchell,0.000,0.005,1.000,0.011,0.045,0.022
kapilavatthu,0.000,0.003,1.000,0.005,0.091,0.022
bilva,0.000,0.003,1.000,0.005,0.091,0.022
sapling,0.000,0.003,1.000,0.005,0.091,0.022
courteous,0.000,0.003,1.000,0.005,0.091,0.022
papanca-sanna-sankha,0.000,0.003,1.000,0.005,0.091,0.022
mahakaccana's,0.000,0.003,1.000,0.005,0.091,0.022
unarisen,0.000,0.003,1.000,0.005,0.090,0.022
causative,0.000,0.003,1.000,0.005,0.090,0.022
manny,0.000,0.003,1.000,0.005,0.090,0.022
ornamental,0.000,0.003,1.000,0.005,0.090,0.022
anything's,0.000,0.003,1.000,0.005,0.090,0.022
instinctively,0.000,0.003,1.000,0.005,0.090,0.022
acquisitiveness,0.000,0.003,1.000,0.005,0.090,0.022
23rd,0.000,0.003,1.000,0.005,0.090,0.022
episode,0.000,0.003,1.000,0.005,0.090,0.022
rhodes,0.000,0.003,1.000,0.005,0.090,0.022
inflated,0.000,0.003,1.000,0.005,0.090,0.022
amplified,0.000,0.003,1.000,0.005,0.090,0.022
foreseeing,0.000,0.003,1.000,0.005,0.090,0.022
overlapped,0.000,0.003,1.000,0.005,0.090,0.022
junior,0.000,0.003,1.000,0.005,0.090,0.022
anagarika,0.000,0.003,1.000,0.005,0.090,0.022
consensually,0.000,0.003,1.000,0.005,0.090,0.022
unpossessible,0.000,0.003,1.000,0.005,0.090,0.022
dharma-centric,0.000,0.003,1.000,0.005,0.090,0.022
unpossessibility,0.000,0.003,1.000,0.005,0.090,0.022
calibrated,0.000,0.003,1.000,0.005,0.090,0.022
coupled,0.000,0.003,1.000,0.005,0.090,0.022
emulating,0.000,0.003,1.000,0.005,0.090,0.022
diverge,0.000,0.003,1.000,0.005,0.090,0.022
seon,0.000,0.003,1.000,0.005,0.090,0.022
buddhahood,0.000,0.003,1.000,0.005,0.090,0.022
wore,0.000,0.005,1.000,0.011,0.045,0.022
operator,0.000,0.005,1.000,0.011,0.045,0.022
1970s,0.000,0.008,1.000,0.016,0.030,0.022
seasonal,0.000,0.005,1.000,0.011,0.045,0.022
eagerness,0.000,0.005,1.000,0.011,0.045,0.022
eradicate,0.000,0.008,1.000,0.016,0.030,0.022
cueing,0.000,0.003,1.000,0.005,0.090,0.022
squirrely,0.000,0.003,1.000,0.005,0.090,0.022
flips,0.000,0.003,1.000,0.005,0.090,0.022
ejector,0.000,0.003,1.000,0.005,0.090,0.022
macro,0.000,0.003,1.000,0.005,0.090,0.022
hoop,0.000,0.003,1.000,0.005,0.090,0.022
smash,0.000,0.003,1.000,0.005,0.090,0.022
patriarchy,0.000,0.003,1.000,0.005,0.090,0.022
elaborated,0.000,0.003,1.000,0.005,0.090,0.022
orchestrating,0.000,0.003,1.000,0.005,0.090,0.022
choreographing,0.000,0.003,1.000,0.005,0.090,0.022
hyper-plastic,0.000,0.003,1.000,0.005,0.090,0.022
de-electrified,0.000,0.003,1.000,0.005,0.090,0.022
bake,0.000,0.003,1.000,0.005,0.090,0.022
beckons,0.000,0.003,1.000,0.005,0.090,0.022
worsening,0.000,0.005,1.000,0.011,0.045,0.022
confronting,0.000,0.005,1.000,0.011,0.045,0.022
blindly,0.000,0.005,1.000,0.011,0.045,0.022
itchy,0.000,0.008,1.000,0.016,0.030,0.022
encoded,0.000,0.005,1.000,0.011,0.045,0.022
showers,0.000,0.008,1.000,0.016,0.030,0.022
brightens,0.000,0.005,1.000,0.011,0.045,0.022
trunk,0.000,0.005,1.000,0.011,0.045,0.022
surfaced,0.000,0.005,1.000,0.011,0.045,0.022
buddy,0.000,0.005,1.000,0.011,0.045,0.022
walled,0.000,0.003,1.000,0.005,0.090,0.022
cluttered,0.000,0.003,1.000,0.005,0.090,0.022
reptilian,0.000,0.003,1.000,0.005,0.090,0.022
thermometer,0.000,0.005,1.000,0.011,0.045,0.022
dissect,0.000,0.003,1.000,0.005,0.090,0.022
pre-verbal,0.000,0.003,1.000,0.005,0.090,0.022
delicately,0.000,0.003,1.000,0.005,0.090,0.022
brain's,0.000,0.003,1.000,0.005,0.090,0.022
punnavaddho,0.000,0.003,1.000,0.005,0.090,0.022
organizes,0.000,0.003,1.000,0.005,0.090,0.022
contradictions,0.000,0.003,1.000,0.005,0.090,0.022
introverted,0.000,0.008,1.000,0.016,0.030,0.022
nervousness,0.000,0.008,1.000,0.016,0.030,0.022
proximate,0.000,0.005,1.000,0.011,0.045,0.022
motivator,0.000,0.008,1.000,0.016,0.030,0.022
prevailing,0.000,0.005,1.000,0.011,0.045,0.022
relentlessly,0.000,0.005,1.000,0.011,0.045,0.022
housework,0.000,0.005,1.000,0.011,0.045,0.022
civilizations,0.000,0.005,1.000,0.011,0.045,0.022
children's,0.000,0.005,1.000,0.011,0.045,0.022
missteps,0.000,0.003,1.000,0.005,0.090,0.022
obedience,0.000,0.003,1.000,0.005,0.090,0.022
distressful,0.000,0.003,1.000,0.005,0.090,0.022
unyielding,0.000,0.003,1.000,0.005,0.090,0.022
hirschfield,0.000,0.003,1.000,0.005,0.090,0.022
haydarpasa,0.000,0.003,1.000,0.005,0.090,0.022
figs,0.000,0.003,1.000,0.005,0.090,0.022
nature's,0.000,0.005,1.000,0.011,0.045,0.022
reifies,0.000,0.005,1.000,0.011,0.045,0.022
freeways,0.000,0.005,1.000,0.011,0.045,0.022
milling,0.000,0.005,1.000,0.011,0.045,0.022
self-identity,0.000,0.005,1.000,0.011,0.045,0.022
vaster,0.000,0.005,1.000,0.011,0.045,0.022
instinctual,0.000,0.005,1.000,0.011,0.045,0.022
long-lost,0.000,0.005,1.000,0.011,0.045,0.022
contemplatives,0.000,0.005,1.000,0.011,0.045,0.022
perks,0.000,0.008,1.000,0.016,0.030,0.022
afternoons,0.000,0.005,1.000,0.011,0.045,0.022
chills,0.000,0.005,1.000,0.011,0.045,0.022
jose,0.000,0.005,1.000,0.011,0.045,0.022
dissertation,0.000,0.003,1.000,0.005,0.090,0.022
elm,0.000,0.003,1.000,0.005,0.090,0.022
macy's,0.000,0.003,1.000,0.005,0.090,0.022
charm,0.000,0.003,1.000,0.005,0.090,0.022
pulsation,0.000,0.005,1.000,0.011,0.045,0.022
pati,0.000,0.005,1.000,0.011,0.045,0.022
referenced,0.000,0.008,1.000,0.016,0.030,0.022
betraying,0.000,0.008,1.000,0.016,0.030,0.022
nine-month,0.000,0.005,1.000,0.011,0.045,0.022
misogyny,0.000,0.005,1.000,0.011,0.045,0.022
injustices,0.000,0.008,1.000,0.016,0.030,0.022
dipa,0.000,0.005,1.000,0.011,0.045,0.022
ma,0.000,0.005,1.000,0.011,0.045,0.022
terrified,0.000,0.008,1.000,0.016,0.030,0.022
backing,0.000,0.005,1.000,0.011,0.045,0.022
raging,0.000,0.008,1.000,0.016,0.030,0.022
laundry,0.000,0.005,1.000,0.011,0.045,0.022
dependently,0.000,0.008,1.000,0.016,0.030,0.022
disservice,0.000,0.008,1.000,0.016,0.030,0.022
biochemistry,0.000,0.005,1.000,0.011,0.045,0.022
assessed,0.000,0.003,1.000,0.005,0.089,0.022
beacon,0.000,0.003,1.000,0.005,0.089,0.022
expelling,0.000,0.003,1.000,0.005,0.089,0.022
iterations,0.000,0.003,1.000,0.005,0.089,0.022
rethought,0.000,0.003,1.000,0.005,0.089,0.022
revised,0.000,0.003,1.000,0.005,0.089,0.022
california's,0.000,0.003,1.000,0.005,0.089,0.022
awarded,0.000,0.003,1.000,0.005,0.089,0.022
temperamental,0.000,0.003,1.000,0.005,0.089,0.022
amusing,0.000,0.003,1.000,0.005,0.089,0.022
ajahns,0.000,0.003,1.000,0.005,0.089,0.022
george,0.000,0.003,1.000,0.005,0.089,0.022
testifies,0.000,0.003,1.000,0.005,0.089,0.022
re-acquiring,0.000,0.003,1.000,0.005,0.089,0.022
non-vigilance,0.000,0.003,1.000,0.005,0.089,0.022
wounding,0.000,0.003,1.000,0.005,0.089,0.022
90-minute,0.000,0.003,1.000,0.005,0.089,0.022
blotting,0.000,0.003,1.000,0.005,0.089,0.022
hafiz,0.000,0.005,1.000,0.011,0.045,0.022
daylight,0.000,0.008,1.000,0.016,0.030,0.022
misfortune,0.000,0.005,1.000,0.011,0.045,0.022
tongue-in-cheek,0.000,0.005,1.000,0.011,0.045,0.022
clergy,0.000,0.005,1.000,0.011,0.045,0.022
erik,0.000,0.003,1.000,0.005,0.089,0.022
erikson,0.000,0.003,1.000,0.005,0.089,0.022
ruptured,0.000,0.003,1.000,0.005,0.089,0.022
gingerly,0.000,0.005,1.000,0.011,0.045,0.022
no-no,0.000,0.003,1.000,0.005,0.089,0.022
dawns,0.000,0.003,1.000,0.005,0.089,0.022
unmistakably,0.000,0.003,1.000,0.005,0.089,0.022
hala,0.000,0.003,1.000,0.005,0.089,0.022
alyan,0.000,0.003,1.000,0.005,0.089,0.022
swarmed,0.000,0.003,1.000,0.005,0.089,0.022
astonishment,0.000,0.003,1.000,0.005,0.089,0.022
newborns,0.000,0.003,1.000,0.005,0.089,0.022
crumbling,0.000,0.003,1.000,0.005,0.089,0.022
misdiagnose,0.000,0.003,1.000,0.005,0.089,0.022
single-cause,0.000,0.003,1.000,0.005,0.089,0.022
causal,0.000,0.003,1.000,0.005,0.089,0.022
webs,0.000,0.003,1.000,0.005,0.089,0.022
kathryn,0.000,0.003,1.000,0.005,0.089,0.022
schulz,0.000,0.003,1.000,0.005,0.089,0.022
avaricious,0.000,0.003,1.000,0.005,0.089,0.022
imminence,0.000,0.003,1.000,0.005,0.089,0.022
aftermath,0.000,0.003,1.000,0.005,0.089,0.022
glaciers,0.000,0.003,1.000,0.005,0.089,0.022
time-lapse,0.000,0.003,1.000,0.005,0.089,0.022
affording,0.000,0.003,1.000,0.005,0.089,0.022
formative,0.000,0.003,1.000,0.005,0.089,0.022
encode,0.000,0.003,1.000,0.005,0.089,0.022
distilling,0.000,0.003,1.000,0.005,0.089,0.022
intolerances,0.000,0.003,1.000,0.005,0.089,0.022
blunting,0.000,0.003,1.000,0.005,0.089,0.022
advice-giving,0.000,0.003,1.000,0.005,0.089,0.022
intolerable,0.000,0.003,1.000,0.005,0.089,0.022
empowering,0.000,0.008,1.000,0.016,0.030,0.022
tables,0.000,0.005,1.000,0.011,0.045,0.022
gaps,0.000,0.005,1.000,0.011,0.044,0.022
judeo-christian,0.000,0.005,1.000,0.011,0.044,0.022
broaden,0.000,0.005,1.000,0.011,0.044,0.022
ruling,0.000,0.008,1.000,0.016,0.030,0.022
bridges,0.000,0.005,1.000,0.011,0.044,0.022
lengthy,0.000,0.005,1.000,0.011,0.044,0.022
arm's,0.000,0.005,1.000,0.011,0.044,0.022
forearms,0.000,0.005,1.000,0.011,0.044,0.022
murder,0.000,0.008,1.000,0.016,0.030,0.022
detract,0.000,0.003,1.000,0.005,0.089,0.022
connotes,0.000,0.003,1.000,0.005,0.089,0.022
roller,0.000,0.003,1.000,0.005,0.089,0.022
coaster,0.000,0.003,1.000,0.005,0.089,0.022
reliability,0.000,0.003,1.000,0.005,0.089,0.022
superpower,0.000,0.003,1.000,0.005,0.089,0.022
thrash,0.000,0.003,1.000,0.005,0.089,0.022
peck,0.000,0.003,1.000,0.005,0.089,0.022
rates,0.000,0.008,1.000,0.016,0.030,0.022
taps,0.000,0.005,1.000,0.011,0.044,0.022
strung,0.000,0.008,1.000,0.016,0.030,0.022
supernormal,0.000,0.005,1.000,0.011,0.044,0.022
sprouts,0.000,0.005,1.000,0.011,0.044,0.022
christ,0.000,0.011,1.000,0.022,0.022,0.022
doctor's,0.000,0.005,1.000,0.011,0.044,0.022
motorcycle,0.000,0.003,1.000,0.005,0.089,0.022
patiently,0.000,0.005,1.000,0.011,0.044,0.022
discriminations,0.000,0.005,1.000,0.011,0.044,0.022
owns,0.000,0.005,1.000,0.011,0.044,0.022
nba,0.000,0.003,1.000,0.005,0.089,0.022
rockets,0.000,0.003,1.000,0.005,0.089,0.022
well-regulated,0.000,0.003,1.000,0.005,0.089,0.022
grunts,0.000,0.003,1.000,0.005,0.089,0.022
pirouetting,0.000,0.003,1.000,0.005,0.089,0.022
curry's,0.000,0.003,1.000,0.005,0.089,0.022
hamstring,0.000,0.003,1.000,0.005,0.089,0.022
pings,0.000,0.003,1.000,0.005,0.089,0.022
referentiality,0.000,0.003,1.000,0.005,0.089,0.022
regime,0.000,0.003,1.000,0.005,0.089,0.022
cult,0.000,0.003,1.000,0.005,0.089,0.022
monoculture,0.000,0.003,1.000,0.005,0.089,0.022
over-cultivation,0.000,0.003,1.000,0.005,0.089,0.022
spasms,0.000,0.003,1.000,0.005,0.089,0.022
resemble,0.000,0.003,1.000,0.005,0.089,0.022
confections,0.000,0.003,1.000,0.005,0.089,0.022
corn,0.000,0.003,1.000,0.005,0.089,0.022
self-expression,0.000,0.003,1.000,0.005,0.089,0.022
solicitations,0.000,0.003,1.000,0.005,0.089,0.022
evacuate,0.000,0.003,1.000,0.005,0.089,0.022
bauble-bedecked,0.000,0.003,1.000,0.005,0.089,0.022
forges,0.000,0.003,1.000,0.005,0.089,0.022
mansions,0.000,0.003,1.000,0.005,0.089,0.022
ill-advised,0.000,0.003,1.000,0.005,0.089,0.022
baked,0.000,0.003,1.000,0.005,0.089,0.022
dwarfed,0.000,0.003,1.000,0.005,0.089,0.022
monk's,0.000,0.003,1.000,0.005,0.089,0.022
ryokan's,0.000,0.003,1.000,0.005,0.089,0.022
interchangeably,0.000,0.003,1.000,0.005,0.089,0.022
glancing,0.000,0.003,1.000,0.005,0.089,0.022
impulsivity,0.000,0.003,1.000,0.005,0.089,0.022
risking,0.000,0.003,1.000,0.005,0.089,0.022
weil,0.000,0.003,1.000,0.005,0.089,0.022
self-evidently,0.000,0.003,1.000,0.005,0.089,0.022
tibetans,0.000,0.005,1.000,0.011,0.044,0.022
triangles,0.000,0.003,1.000,0.005,0.089,0.022
fishbowl,0.000,0.003,1.000,0.005,0.089,0.022
fluff,0.000,0.003,1.000,0.005,0.089,0.022
quit,0.000,0.003,1.000,0.005,0.089,0.022
mondays,0.000,0.005,1.000,0.011,0.044,0.022
tilt,0.000,0.003,1.000,0.005,0.088,0.022
partition,0.000,0.003,1.000,0.005,0.088,0.022
completes,0.000,0.003,1.000,0.005,0.088,0.022
reabsorbed,0.000,0.003,1.000,0.005,0.088,0.022
unwinding,0.000,0.003,1.000,0.005,0.088,0.022
necessitates,0.000,0.003,1.000,0.005,0.088,0.022
precariousness,0.000,0.003,1.000,0.005,0.088,0.022
textures,0.000,0.003,1.000,0.005,0.088,0.022
constrain,0.000,0.003,1.000,0.005,0.088,0.022
unconstrained,0.000,0.003,1.000,0.005,0.088,0.022
golfer,0.000,0.003,1.000,0.005,0.088,0.022
generational,0.000,0.003,1.000,0.005,0.088,0.022
scheffler's,0.000,0.003,1.000,0.005,0.088,0.022
slam,0.000,0.003,1.000,0.005,0.088,0.022
unquestioned,0.000,0.003,1.000,0.005,0.088,0.022
championship,0.000,0.003,1.000,0.005,0.088,0.022
sister's,0.000,0.003,1.000,0.005,0.088,0.022
tournaments,0.000,0.003,1.000,0.005,0.088,0.022
golfers,0.000,0.003,1.000,0.005,0.088,0.022
malfunctioning,0.000,0.003,1.000,0.005,0.088,0.022
glitching,0.000,0.003,1.000,0.005,0.088,0.022
striated,0.000,0.003,1.000,0.005,0.088,0.022
hauntingly,0.000,0.003,1.000,0.005,0.088,0.022
unquenchable,0.000,0.003,1.000,0.005,0.088,0.022
marketing,0.000,0.003,1.000,0.005,0.088,0.022
forthcoming,0.000,0.003,1.000,0.005,0.088,0.022
doubling,0.000,0.003,1.000,0.005,0.088,0.022
quenched,0.000,0.003,1.000,0.005,0.088,0.022
self-evidencing,0.000,0.003,1.000,0.005,0.088,0.022
kid's,0.000,0.008,1.000,0.016,0.029,0.022
confirmed,0.000,0.005,1.000,0.011,0.044,0.022
cheerleaders,0.000,0.005,1.000,0.011,0.044,0.022
experiments,0.000,0.005,1.000,0.011,0.044,0.022
impede,0.000,0.008,1.000,0.016,0.029,0.022
flicker,0.000,0.008,1.000,0.016,0.029,0.022
fairy,0.000,0.005,1.000,0.011,0.044,0.022
wrapping,0.000,0.005,1.000,0.011,0.044,0.022
potatoes,0.000,0.003,1.000,0.005,0.088,0.022
adhering,0.000,0.005,1.000,0.011,0.044,0.022
scandals,0.000,0.003,1.000,0.005,0.088,0.022
shortage,0.000,0.005,1.000,0.011,0.044,0.022
reset,0.000,0.005,1.000,0.011,0.044,0.022
unite,0.000,0.005,1.000,0.011,0.044,0.022
tortured,0.000,0.008,1.000,0.016,0.029,0.022
imbuing,0.000,0.005,1.000,0.011,0.044,0.022
mismanagement,0.000,0.005,1.000,0.011,0.044,0.022
lady,0.000,0.005,1.000,0.011,0.044,0.022
abode,0.000,0.005,1.000,0.011,0.044,0.022
diffused,0.000,0.005,1.000,0.011,0.044,0.022
comfy,0.000,0.003,1.000,0.005,0.088,0.022
dollars,0.000,0.005,1.000,0.011,0.044,0.022
mute,0.000,0.005,1.000,0.011,0.044,0.022
pedestal,0.000,0.005,1.000,0.011,0.044,0.022
collaborating,0.000,0.008,1.000,0.016,0.029,0.022
rehabilitation,0.000,0.005,1.000,0.011,0.044,0.022
motions,0.000,0.005,1.000,0.011,0.044,0.022
african-american,0.000,0.005,1.000,0.011,0.044,0.022
busier,0.000,0.005,1.000,0.011,0.044,0.022
crops,0.000,0.005,1.000,0.011,0.044,0.022
strategic,0.000,0.008,1.000,0.016,0.029,0.022
prominence,0.000,0.005,1.000,0.011,0.044,0.022
aimless,0.000,0.005,1.000,0.011,0.044,0.022
foliage,0.000,0.005,1.000,0.011,0.044,0.022
archetypes,0.000,0.005,1.000,0.011,0.044,0.022
dealership,0.000,0.005,1.000,0.011,0.044,0.022
operation,0.000,0.005,1.000,0.011,0.044,0.022
inventory,0.000,0.005,1.000,0.011,0.044,0.022
strangely,0.000,0.005,1.000,0.011,0.044,0.022
send-off,0.000,0.003,1.000,0.005,0.087,0.022
matched,0.000,0.005,1.000,0.011,0.044,0.022
confront,0.000,0.005,1.000,0.011,0.044,0.022
timeline,0.000,0.008,1.000,0.016,0.029,0.022
sarton,0.000,0.003,1.000,0.005,0.087,0.022
phoebe,0.000,0.003,1.000,0.005,0.087,0.022
petrified,0.000,0.003,1.000,0.005,0.087,0.022
avalokiteshvara,0.000,0.003,1.000,0.005,0.087,0.022
trickle,0.000,0.005,1.000,0.011,0.044,0.022
dragons,0.000,0.005,1.000,0.011,0.044,0.022
anniversary,0.000,0.005,1.000,0.011,0.044,0.022
high-level,0.000,0.003,1.000,0.005,0.087,0.022
non-releaser,0.000,0.003,1.000,0.005,0.087,0.022
merits,0.000,0.003,1.000,0.005,0.087,0.022
kinsman,0.000,0.003,1.000,0.005,0.087,0.022
heedless,0.000,0.003,1.000,0.005,0.087,0.022
denigration,0.000,0.003,1.000,0.005,0.087,0.022
satanic,0.000,0.003,1.000,0.005,0.087,0.022
munja,0.000,0.003,1.000,0.005,0.087,0.022
neuroplasticity,0.000,0.008,1.000,0.016,0.029,0.022
pit,0.000,0.005,1.000,0.011,0.044,0.022
pulses,0.000,0.005,1.000,0.011,0.044,0.022
equinox,0.000,0.005,1.000,0.011,0.044,0.022
naropa,0.000,0.005,1.000,0.011,0.044,0.022
unshaved,0.000,0.003,1.000,0.005,0.087,0.022
caffeinated,0.000,0.003,1.000,0.005,0.087,0.022
whispers,0.000,0.003,1.000,0.005,0.087,0.022
careening,0.000,0.003,1.000,0.005,0.087,0.022
surges,0.000,0.003,1.000,0.005,0.087,0.022
signaling,0.000,0.003,1.000,0.005,0.087,0.022
speculated,0.000,0.003,1.000,0.005,0.087,0.022
bad-faith,0.000,0.003,1.000,0.005,0.087,0.022
deceptiveness,0.000,0.003,1.000,0.005,0.087,0.022
disturbances,0.000,0.005,1.000,0.011,0.043,0.022
stress-free,0.000,0.005,1.000,0.011,0.043,0.022
unfulfilled,0.000,0.008,1.000,0.016,0.029,0.022
equals,0.000,0.005,1.000,0.011,0.043,0.022
actualized,0.000,0.005,1.000,0.011,0.043,0.022
recordings,0.000,0.008,1.000,0.016,0.029,0.022
basing,0.000,0.014,1.000,0.027,0.017,0.022
inspirational,0.000,0.005,1.000,0.011,0.043,0.022
premier,0.000,0.005,1.000,0.011,0.043,0.022
thesis,0.000,0.005,1.000,0.011,0.043,0.022
curriculum,0.000,0.011,1.000,0.022,0.022,0.022
calligraphy,0.000,0.003,1.000,0.005,0.087,0.022
honda,0.000,0.003,1.000,0.005,0.087,0.022
sledgehammer,0.000,0.003,1.000,0.005,0.087,0.022
stirs,0.000,0.003,1.000,0.005,0.087,0.022
sediments,0.000,0.003,1.000,0.005,0.087,0.022
khema's,0.000,0.003,1.000,0.005,0.087,0.022
panorama,0.000,0.003,1.000,0.005,0.087,0.022
gravelly,0.000,0.003,1.000,0.005,0.087,0.022
checkbox,0.000,0.003,1.000,0.005,0.087,0.022
gladdens,0.000,0.003,1.000,0.005,0.087,0.022
rotting,0.000,0.005,1.000,0.011,0.043,0.022
catastrophic,0.000,0.005,1.000,0.011,0.043,0.022
crash,0.000,0.005,1.000,0.011,0.043,0.022
fogginess,0.000,0.008,1.000,0.016,0.029,0.022
fuels,0.000,0.008,1.000,0.016,0.029,0.022
slipped,0.000,0.008,1.000,0.016,0.029,0.022
prairies,0.000,0.003,1.000,0.005,0.086,0.022
borders,0.000,0.005,1.000,0.011,0.043,0.022
butterflies,0.000,0.005,1.000,0.011,0.043,0.022
whimsy,0.000,0.005,1.000,0.011,0.043,0.022
fixity,0.000,0.005,1.000,0.011,0.043,0.022
all-powerful,0.000,0.008,1.000,0.016,0.029,0.022
knee-jerk,0.000,0.005,1.000,0.011,0.043,0.022
sunflower,0.000,0.005,1.000,0.011,0.043,0.022
professionally,0.000,0.008,1.000,0.016,0.029,0.022
footprints,0.000,0.003,1.000,0.005,0.086,0.022
open-minded,0.000,0.005,1.000,0.011,0.043,0.022
weekday,0.000,0.005,1.000,0.011,0.043,0.022
occasional,0.000,0.005,1.000,0.011,0.043,0.022
scriptures,0.000,0.003,1.000,0.005,0.086,0.022
hoofs,0.000,0.003,1.000,0.005,0.086,0.022
arouses,0.000,0.003,1.000,0.005,0.086,0.022
faithfulness,0.000,0.003,1.000,0.005,0.086,0.022
harassment,0.000,0.003,1.000,0.005,0.086,0.022
scandal,0.000,0.003,1.000,0.005,0.086,0.022
trafficking,0.000,0.003,1.000,0.005,0.086,0.022
whoosh,0.000,0.003,1.000,0.005,0.086,0.022
wife-approved,0.000,0.003,1.000,0.005,0.086,0.022
feminist,0.000,0.003,1.000,0.005,0.086,0.022
ironed,0.000,0.003,1.000,0.005,0.086,0.022
mended,0.000,0.003,1.000,0.005,0.086,0.022
obeys,0.000,0.003,1.000,0.005,0.086,0.022
housewife,0.000,0.003,1.000,0.005,0.086,0.022
fishwife,0.000,0.003,1.000,0.005,0.086,0.022
stares,0.000,0.003,1.000,0.005,0.086,0.022
kettle,0.000,0.003,1.000,0.005,0.086,0.022
suckling,0.000,0.003,1.000,0.005,0.086,0.022
babe,0.000,0.003,1.000,0.005,0.086,0.022
stir-fried,0.000,0.003,1.000,0.005,0.086,0.022
mists,0.000,0.003,1.000,0.005,0.086,0.022
poached,0.000,0.003,1.000,0.005,0.086,0.022
cedar,0.000,0.003,1.000,0.005,0.086,0.022
waxwing,0.000,0.003,1.000,0.005,0.086,0.022
piny,0.000,0.003,1.000,0.005,0.086,0.022
boughs,0.000,0.003,1.000,0.005,0.086,0.022
thrusts,0.000,0.003,1.000,0.005,0.086,0.022
shouts,0.000,0.003,1.000,0.005,0.086,0.022
sighs,0.000,0.003,1.000,0.005,0.086,0.022
moans,0.000,0.003,1.000,0.005,0.086,0.022
cane,0.000,0.003,1.000,0.005,0.086,0.022
chrysanthemum,0.000,0.003,1.000,0.005,0.086,0.022
earthbound,0.000,0.003,1.000,0.005,0.086,0.022
grumbling,0.000,0.008,1.000,0.016,0.029,0.022
interdependent,0.000,0.005,1.000,0.011,0.043,0.022
sama,0.000,0.005,1.000,0.011,0.043,0.022
conceptually,0.000,0.005,1.000,0.011,0.043,0.022
zeroed,0.000,0.005,1.000,0.011,0.043,0.022
preferencing,0.000,0.005,1.000,0.011,0.043,0.022
fawn,0.000,0.008,1.000,0.016,0.029,0.022
gladly,0.000,0.005,1.000,0.011,0.043,0.022
grandfather,0.000,0.008,1.000,0.016,0.029,0.022
fortress,0.000,0.005,1.000,0.011,0.043,0.022
exuding,0.000,0.005,1.000,0.011,0.043,0.022
creator,0.000,0.005,1.000,0.011,0.043,0.022
app,0.000,0.005,1.000,0.011,0.043,0.022
withhold,0.000,0.005,1.000,0.011,0.043,0.022
handsome,0.000,0.008,1.000,0.016,0.029,0.022
censored,0.000,0.005,1.000,0.011,0.043,0.022
succinct,0.000,0.008,1.000,0.016,0.029,0.022
insecurity,0.000,0.008,1.000,0.016,0.029,0.022
clarifying,0.000,0.005,1.000,0.011,0.043,0.022
discourage,0.000,0.005,1.000,0.011,0.043,0.022
speculate,0.000,0.005,1.000,0.011,0.043,0.022
containers,0.000,0.005,1.000,0.011,0.043,0.022
conductor,0.000,0.003,1.000,0.005,0.086,0.022
sensors,0.000,0.005,1.000,0.011,0.043,0.022
machete,0.000,0.003,1.000,0.005,0.086,0.022
slopes,0.000,0.003,1.000,0.005,0.086,0.022
marshy,0.000,0.003,1.000,0.005,0.086,0.022
buttons,0.000,0.008,1.000,0.016,0.029,0.022
self-importance,0.000,0.005,1.000,0.011,0.043,0.022
